question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference,
MATH_C7_755,7,Mathematics,Connecting the Dots,Probability,Hard,MCQ,Bag has 5 red and 5 blue balls. Prob of red is:,a) 1,b) 0.5,c) 0.2,d) 0.1,b,Ratio of 5 favorable to 10 total outcomes,NCERT Ch 3,1
SCI_C7_013,7,Science,Acids Bases and Salts,Indicators,Medium,MCQ,Baking soda is classified as a/an:,a) Acid,b) Base,c) Salt,d) Indicator,b,Baking soda (sodium hydrogen carbonate) is basic and turns red litmus blue.,,1
SCI_C7_085,7,Science,Exploring Substances,Reactions,Hard,MCQ,Baking soda reacts with dilute HCl to produce which fire-extinguishing gas?,a) Oxygen,b) Nitrogen,c) Carbon dioxide,d) Carbon monoxide,c,The reaction of $NaHCO_3$ with $HCl$ releases $CO_2$ which is used to put out fires. [1],,1
SST_C7_747,7,Social Science,Understanding the Weather,Instruments,Easy,MCQ,Barometer measures:,a) Wind,b) Air pressure,c) Humidity,d) Rainfall,b,Weather station tool for pressure,Exploring Society Ch 2,1
SST_C7_521,7,Social Science,From Barter to Money,Economics,Easy,MCQ,Barter system means exchanging goods for:,a) Money,b) Other goods,c) Gold,d) Paper,b,Primary form of exchange without currency,Exploring Society Ch 11,1
SCI_C7_744,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,Base unit of speed is:,a) km/h,b) m/s,c) m/min,d) cm/s,b,International metric standard,Curiosity Ch 8,1
SCI_C7_749,7,Science,Heat Transfer in Nature,Physics,Medium,MCQ,Best absorber of radiant heat is a:,a) White surface,b) Shiny surface,c) Black surface,d) Clear surface,c,Dark colors absorb more thermal radiation,Curiosity Ch 7,1
SST_C7_528,7,Social Science,Understanding Markets,Economics,Medium,MCQ,Bulk seller to retailers is a:,a) Consumer,b) Producer,c) Wholesaler,d) Agent,c,Middleman in the market chain,Exploring Society Ch 12,1
SCI_C7_721,7,Science,Changes Around Us,Chemical,Easy,MCQ,Burning of wood is classified as a:,a) Physical change,b) Chemical change,c) Temporary change,d) Reversible change,b,New substances like ash and smoke are formed during combustion,Curiosity Ch 5,1
SCI_C7_521,7,Science,Changes Around Us,Chemical Changes,Easy,MCQ,Burning of wood is which change?,a) Physical,b) Chemical,c) Temporary,d) Reversible,b,New substances like ash and smoke are formed,Curiosity Ch 5,1
SCI_C7_761,7,Science,Changes Around Us,Chemical,Easy,MCQ,Burning wood is which change?,a) Physical,b) Chemical,c) Temporary,d) Reversible,b,Formation of new permanent products,Curiosity Ch 5,1
SCI_C7_254,7,Science,Exploring Substances,Application,Medium,MCQ,Calamine solution contains which chemical to soothe acidic insect bites?,a) Sodium chloride,b) Zinc carbonate,c) Magnesium hydroxide,d) Citric acid,b,Calamine is zinc carbonate which neutralizes the acid injected during a bite. [1],,1
SCI_C7_082,7,Science,Exploring Substances,pH,Easy,MCQ,Calamine solution used for skin irritation contains which chemical?,a) Zinc carbonate,b) Sodium chloride,c) Magnesium hydroxide,d) Zinc sulphate,a,Calamine is essentially zinc carbonate which is used to neutralize insect bite acidity. [1],,1
MATH_C7_538,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Calculate $100 / 10 + 5$,a) 6,b) 15,c) 10,d) 20,b,Division before addition: $10 + 5 = 15$,Ganita Prakash Ch 2,1
MATH_C7_738,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Calculate $100 / 10 + 5$.,a) 6,b) 15,c) 10,d) 20,b,Perform division before addition,Ganita Prakash Ch 2,1
MATH_C7_515,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Calculate $50 \times (10 + 2) \div 6$,a) 100,b) 50,c) 10,d) 12,a,Parentheses first (12); then multiplication/division from left: $50 \times 12 = 600$ then $600 \div 6 = 100$,Ganita Prakash Ch 2,1
MATH_C7_720,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Calculate $50 \times (10 + 2) \div 6$.,a) 100,b) 50,c) 10,d) 12,a,Solve parentheses first (12); then multiply (600); then divide (100),Ganita Prakash Ch 2,1
MATH_C7_371,7,Mathematics,Connecting the Dots,Arithmetic,Medium,MCQ,Calculate the mean number of flowers blooming using the data: 2 7 9 4 3.,a) 4,b) 5,c) 6,d) 7,b,Mean = Sum / Count = $25 / 5 = 5$. ,Ganita Prakash Ch 13,1
MATH_C7_516,7,Mathematics,Connecting the Dots,Arithmetic,Medium,MCQ,Calculate the mean number of flowers if the data is 2 7 9 4 3,a) 4,b) 5,c) 6,d) 7,b,Mean = Sum / Count = $25 / 5 = 5$,Ganita Prakash Ch 13,1
MATH_C7_711,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean number of flowers if the data is 2; 7; 9; 4; 3.,a) 4,b) 5,c) 6,d) 7,b,Mean is the sum (25) divided by the count (5) which equals 5,Ganita Prakash Ch 13,1
MATH_C7_510,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean number of guavas per member if Shreyas's group of 5 members collected 30 guavas.,a) 5,b) 6,c) 30,d) 15,b,Mean = Total / Count = $30 / 5 = 6$,Ganita Prakash Ch 13,1
MATH_C7_252,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean number of Hibiscus flowers blooming per day using the data: 2 7 9 4 3.,a) 4,b) 5,c) 6,d) 7,b,Mean = Sum of values / Number of values = $(2+7+9+4+3)/5 = 25/5 = 5$.,,1
MATH_C7_707,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean of 10; 20; 30; 40; 50.,a) 25,b) 30,c) 35,d) 40,b,Total sum is 150; and dividing by 5 gives 30,Ganita Prakash Ch 13,1
MATH_C7_716,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean of 5; 5; 10; 10.,a) 5,b) 7.5,c) 10,d) 30,b,Total sum is 30; and 30 divided by 4 equals 7.5,Ganita Prakash Ch 13,1
MATH_C7_147,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Calculate the mean of the first five natural numbers.,a) 2,b) 3,c) 4,d) 5,b,Sum $= 1+2+3+4+5 = 15$. Mean $= 15 / 5 = 3$.,,1
MATH_C7_703,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,Calculate the value of $100 / 10 + 5$.,a) 6,b) 15,c) 10,d) 20,b,Division is performed before addition: $10 + 5 = 15$,Ganita Prakash Ch 2,1
MATH_C7_686,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,Calculate the value of $2 \times (3 + 4)$ using the order of operations.,a) 10,b) 14,c) 7,d) 24,b,Solve the operation inside the parentheses first: $2 \times 7 = 14$,Ganita Prakash Ch 2,1
MATH_C7_145,7,Mathematics,A Tale of Three Intersecting Lines,Triangle Inequality,Medium,MCQ,Can a triangle have side lengths 2 cm 3 cm and 5 cm?,a) Yes,b) No,c) Only if right-angled,d) Only if isosceles,b,The sum of any two sides must be greater than the third side; here $2 + 3 = 5$ which is not greater than 5.,,1
MATH_C7_673,7,Mathematics,Geometric Twins,Triangles,Medium,MCQ,Can a triangle have side lengths of 3 cm 6 cm and 9 cm?,a) Yes,b) No,c) Only if right-angled,d) Only if isosceles,b,According to the triangle inequality theorem the sum of any two sides must be strictly greater than the third side; $3 + 6 = 9$,Ganita Prakash Ch 7,1
SCI_C7_748,7,Science,Measurement of Time and Motion,Physics,Hard,MCQ,Car speed 15 m/s. Distance in 1 min is:,a) 15 m,b) 90 m,c) 900 m,d) 150 m,c,Speed $\times$ 60 seconds = 900 meters,Curiosity Ch 8,1
SST_C7_524,7,Social Science,Constitution of India,Governance,Medium,MCQ,Chairman of Drafting Committee was:,a) Nehru,b) B.R. Ambedkar,c) Gandhi,d) Prasad,b,He is known as the architect of the Constitution,Exploring Society Ch 10,1
SST_C7_750,7,Social Science,The Constitution of India,Governance,Medium,MCQ,Chairman of Drafting Committee:,a) Nehru,b) Prasad,c) B.R. Ambedkar,d) Gandhi,c,Led the finalization of the Constitution text,Exploring Society Ch 10,1
SST_C7_758,7,Social Science,The Rise of Empires,History,Medium,MCQ,Chanakya advisor of Mauryan emperor:,a) Ashoka,b) Chandragupta Maurya,c) Akbar,d) Shivaji,b,Political strategist who wrote Arthashastra,Exploring Society Ch 5,1
SST_C7_534,7,Social Science,The Rise of Empires,History,Medium,MCQ,Chanakya advisor of:,a) Ashoka,b) Chandragupta Maurya,c) Akbar,d) Shivaji,b,Key strategist of the Mauryas,Exploring Society Ch 5,1
SST_C7_723,7,Social Science,The Rise of Empires,History,Medium,MCQ,Chanakya was the advisor for which emperor?,a) Ashoka,b) Chandragupta Maurya,c) Akbar,d) Shivaji,b,Key political and economic strategist of the Mauryan period,Exploring Society Ch 5,1
SCI_C7_746,7,Science,Adolescence,Endocrinology,Medium,MCQ,Chemical messengers secreted by glands are:,a) Enzymes,b) Hormones,c) Proteins,d) Vitamins,b,Regulate physical and emotional changes,Curiosity Ch 6,1
SCI_C7_543,7,Science,Changes Around Us,Chemical,Medium,MCQ,Chemical name of rust is:,a) Iron oxide,b) Copper sulphate,c) Sodium chloride,d) Zinc oxide,a,Result of oxidation of iron,Curiosity Ch 5,1
ENG_C7_534,7,English,A Gift of Chappals,Plot,Easy,MCQ,Children gave chappals to:,a) Master,b) Beggar,c) Ravi,d) Lalli,b,Compassionate act in the story,Honeycomb Unit 2,1
ENG_C7_734,7,English,A Gift of Chappals,Plot,Easy,MCQ,Children gave music master chappals to:,a) Ravi,b) Beggar,c) Lalli,d) Servant,b,Act of compassion in the story,Honeycomb Unit 2,1
SCI_C7_203,7,Science,Exploring Substances,Indicators,Medium,MCQ,China rose indicator turns a basic solution to which color?,a) Dark pink,b) Green,c) Blue,d) Yellow,b,China rose turns magenta in acidic solutions and green in basic solutions.,Curiosity Ch 2,1
SCI_C7_722,7,Science,Exploring Substances,Indicators,Medium,MCQ,China rose indicator turns basic solutions to which color?,a) Pink,b) Green,c) Blue,d) Yellow,b,It turns magenta in acidic and green in basic environments,Curiosity Ch 2,1
SCI_C7_522,7,Science,Exploring Substances,Indicators,Medium,MCQ,China rose turns basic solutions to which color?,a) Pink,b) Green,c) Blue,d) Yellow,b,It turns magenta in acids and green in bases,Curiosity Ch 2,1
ENG_C7_530,7,English,The Day the River Spoke,Character,Medium,MCQ,Confidant of Jahnavi was:,a) Father,b) Brother,c) The River,d) Teacher,c,She shared her school dreams with the river,Poorvi Unit 1,1
SCI_C7_709,7,Science,Heat Transfer in Nature,Physics,Hard,MCQ,Convection occurs mainly in which type of materials?,a) Solids,b) Liquids and Gases,c) Vacuum,d) Metals,b,Convection involves the actual movement of particles in fluids to transfer heat,Curiosity Ch 7,1
SCI_C7_004,7,Science,Nutrition in Plants,Parasitic Plants,Medium,MCQ,Cuscuta is an example of a/an:,a) Autotroph,b) Parasite,c) Saprotroph,d) Host,b,Cuscuta (Amarbel) is a parasitic plant that derives nutrition from a host tree.,,1
SCI_C7_513,7,Science,Changes Around Us,Oxidation,Medium,MCQ,Depositing a layer of zinc on iron to prevent rusting is called:,a) Crystallization,b) Neutralization,c) Galvanization,d) Oxidation,c,Galvanization provides a protective zinc coating for steel or iron,Curiosity Ch 5,1
SCI_C7_713,7,Science,Changes Around Us,Oxidation,Medium,MCQ,Depositing a zinc layer on iron to prevent rusting is called:,a) Crystallization,b) Neutralization,c) Galvanization,d) Oxidation,c,Galvanization provides a protective coating to prevent iron oxidation,Curiosity Ch 5,1
SCI_C7_530,7,Science,Life Processes in Animals,Digestion,Easy,MCQ,Digestion starts in which part?,a) Stomach,b) Mouth,c) Small intestine,d) Esophagus,b,Salivary enzymes begin breakdown in the mouth,Curiosity Ch 9,1
SST_C7_536,7,Social Science,From Barter to Money,Economics,Hard,MCQ,Disadvantage of barter system:,a) Fast exchange,b) Need for double coincidence of wants,c) Uses coins,d) Easy trade,b,Main hurdle in direct exchange,Exploring Society Ch 11,1
SST_C7_544,7,Social Science,Constitution of India,Governance,Medium,MCQ,Drafting Committee chairman was:,a) Nehru,b) Gandhi,c) B.R. Ambedkar,d) Prasad,c,Key role in writing the Constitution,Exploring Society Ch 10,1
SST_C7_744,7,Social Science,Constitution of India,Governance,Medium,MCQ,Drafting Committee chairman:,a) Nehru,b) Gandhi,c) B.R. Ambedkar,d) Prasad,c,Team leader for the Constitution text,Exploring Society Ch 10,1
SCI_C7_483,7,Science,Earth Moon and the Sun,Eclipses,Hard,MCQ,During a lunar eclipse the phase of the Moon must be:,a) New Moon,b) Full Moon,c) Half Moon,d) Crescent,b,Lunar eclipses only happen when Earth's shadow falls on a Full Moon,Curiosity Ch 12,1
SCI_C7_144,7,Science,Heat Transfer in Nature,Sea Breeze,Hard,MCQ,During a sea breeze air moves from:,a) Land to sea during day,b) Sea to land during day,c) Land to sea during night,d) Sea to land during night,b,During the day the land heats faster than water creating low pressure and drawing cool air from the sea.,,1
SCI_C7_562,7,Science,Earth Moon and the Sun,Eclipses,Hard,MCQ,During a solar eclipse; which celestial body is in the middle?,a) Earth,b) Sun,c) Moon,d) Mars,c,The Moon moves between the Earth and the Sun; blocking the light,Curiosity Ch 12,1
SST_C7_565,7,Social Science,The Gupta Era,History,Hard,MCQ,During the Gupta period; which metal was used to build the rust-free Iron Pillar at Mehrauli?,a) Copper,b) Iron,c) Gold,d) Silver,b,The pillar is a marvel of ancient Indian metallurgy that resists corrosion,Exploring Society Ch 7,1
SST_C7_400,7,Social Science,Tracing Changes,Medieval History,Medium,MCQ,During the medieval period the term 'Hindustan' referred to:,a) The whole of Asia,b) Lands of the Delhi Sultanate,c) Modern India,d) Southern India,b,Historically the definition of Hindustan has shifted; in the medieval era it meant Sultanate territory.[3] ,Our Pasts II Ch 1,1
SCI_C7_561,7,Science,Earth Moon and the Sun,Astronomy,Easy,MCQ,Earth completes one rotation on its axis in:,a) 1 month,b) 24 hours,c) 365 days,d) 12 hours,b,Rotation causes the cycle of day and night every 24 hours,Curiosity Ch 12,1
SCI_C7_751,7,Science,Adolescence,Endocrinology,Medium,MCQ,Endocrine glands secrete which chemicals?,a) Enzymes,b) Hormones,c) Proteins,d) Vitamins,b,Regulators of body growth and behavior,Curiosity Ch 6,1
MATH_C7_487,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Evaluate the expression $100 + 200 \div 10 - 3 \times 10$ using the order of operations,a) 90,b) 120,c) 70,d) 100,a,Division first (20); then multiplication (30); then addition/subtraction: $100 + 20 - 30 = 90$,Ganita Prakash Ch 2,1
SST_C7_689,7,Social Science,From Barter to Money,Economics,Easy,MCQ,Exchanging goods directly for other goods without money is known as:,a) Banking,b) Barter system,c) Retail,d) Trade,b,The barter system was the primary mode of exchange before currency development,Exploring Society Ch 11,1
SST_C7_756,7,Social Science,From Barter to Money,Economics,Easy,MCQ,Exchanging goods for goods is:,a) Banking,b) Barter system,c) Retail,d) Trade,b,Exchange mode before currency,Exploring Society Ch 11,1
MATH_C7_499,7,Mathematics,Working with Fractions,Mixed Numbers,Easy,MCQ,Express $3 \frac{3}{4}$ as an improper fraction,a) 9/4,b) 15/4,c) 12/4,d) 7/4,b,To convert: $(3 \times 4) + 3 = 15$; so the fraction is 15/4,Ganita Prakash Ch 8,1
MATH_C7_091,7,Mathematics,Working with Fractions,Mixed Forms,Easy,MCQ,Express $3 \frac{3}{4}$ as an improper fraction.,a) 9/4,b) 15/4,c) 12/4,d) 7/4,b,To convert: $(3 \times 4) + 3 = 15$. So the fraction is 15/4.,,1
MATH_C7_575,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Express the fraction 1/5 as a decimal:,a) 0.1,b) 0.2,c) 0.5,d) 0.05,b,Dividing 1.0 by 5 results in 0.2,Ganita Prakash Ch 3,1
MATH_C7_715,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,Express the fraction 1/5 as a decimal.,a) 0.1,b) 0.2,c) 0.5,d) 0.05,b,One divided by five results in zero point two,Ganita Prakash Ch 3,1
MATH_C7_754,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,Expression equal to $5 \times (10 + 2)$ is:,a) $5 \times 10 + 2$,b) $5 \times 10 + 5 \times 2$,c) $5 + 10 \times 2$,d) $5 \times 12 + 10$,b,Distributive law of multiplication,Ganita Prakash Ch 2,1
MATH_C7_745,7,Mathematics,Arithmetic Expressions,BODMAS,Medium,MCQ,Find $2 \times (3 + 4)$.,a) 10,b) 14,c) 7,d) 24,b,Solve brackets first then multiply,Ganita Prakash Ch 2,1
MATH_C7_595,7,Mathematics,Perimeter and Area,Rectangle,Easy,MCQ,Find the area of a rectangle with length 8 cm and breadth 5 cm:,a) 13 sq cm,b) 40 sq cm,c) 26 sq cm,d) 400 sq cm,b,Area is $length \times breadth = 8 \times 5 = 40$ square centimetres,NCERT Ch 9,1
MATH_C7_329,7,Mathematics,Working with Fractions,Operations,Hard,MCQ,Find the area of a rectangle with side lengths $3 \frac{3}{4}$ ft and $9 \frac{3}{5}$ ft.,a) 36 sq ft,b) 32 sq ft,c) 27 sq ft,d) 40 sq ft,a,Convert mixed numbers to improper fractions ($15/4 \times 48/5$) to get 36 square feet. ,Ganita Prakash Ch 8,1
MATH_C7_257,7,Mathematics,Working with Fractions,Operations,Hard,MCQ,Find the area of a rectangle with sides $3 \frac{3}{4}$ ft and $9 \frac{3}{5}$ ft.,a) $36$ sq ft,b) $32$ sq ft,c) $27$ sq ft,d) $40$ sq ft,a,Convert to improper: $15/4 \times 48/5 = 720/20 = 36$ square feet.,,1
MATH_C7_573,7,Mathematics,Number Play,HCF,Medium,MCQ,Find the Highest Common Factor (HCF) of 12 and 18:,a) 2,b) 3,c) 6,d) 36,c,The largest number that divides both 12 and 18 exactly is 6,Ganita Prakash Ch 6,1
